Student_ID,Name,Age,Class,Math,Science,English,Attendance,City,History,Computer,Total,Percentage,Grade
275.0,Atharv,15.0,9th,91.0,77.0,60.0,72.0,Hyderabad,40,61,329.0,65.8,C
276.0,Vivaan,14.0,11th,84.0,76.0,96.0,69.0,Chennai,58,44,358.0,71.6,C
277.0,Aarav,14.0,9th,68.0,84.0,78.0,87.0,Bangalore,41,95,366.0,73.2,C
278.0,Ananya,15.0,11th,47.0,90.0,62.0,74.0,,92,72,363.0,72.6,C
279.0,Aarav,15.0,9th,80.0,93.0,66.0,77.0,Mumbai,83,97,419.0,83.8,B
280.0,Reyansh,17.0,9th,87.0,47.0,84.0,54.0,Bangalore,65,75,358.0,71.6,C
281.0,Siya,14.0,10th,58.0,80.0,83.0,70.0,Hyderabad,71,86,378.0,75.6,B
282.0,Ira,16.0,,87.0,88.0,57.0,67.0,Mumbai,45,59,336.0,67.2,C
283.0,Kabir,15.0,10th,78.0,74.0,63.0,96.0,Pune,71,58,344.0,68.8,C
284.0,Aditya,17.0,12th,85.0,90.0,90.0,55.0,Chennai,94,74,433.0,86.6,B
285.0,Sara,16.0,12th,67.0,50.0,86.0,78.0,Mumbai,43,91,337.0,67.4,C
286.0,Sara,14.0,10th,85.0,63.0,79.0,68.0,Pune,94,82,403.0,80.6,B
287.0,Aanya,17.0,10th,96.0,88.0,90.0,82.0,Mumbai,50,56,380.0,76.0,B
288.0,Myra,15.0,11th,66.0,60.0,81.0,50.0,Delhi,95,98,400.0,80.0,B
289.0,Arjun,16.0,11th,43.0,90.0,46.0,94.0,Delhi,98,84,361.0,72.2,C
290.0,Aditya,15.0,11th,97.0,41.0,89.0,,Mumbai,56,82,365.0,73.0,C
291.0,Krishna,14.0,12th,54.0,79.0,87.0,91.0,Bangalore,77,73,370.0,74.0,C
292.0,Reyansh,16.0,11th,74.0,58.0,59.0,70.0,Delhi,63,48,302.0,60.4,C
293.0,Sara,14.0,9th,76.0,78.0,66.0,84.0,Chennai,44,65,329.0,65.8,C
294.0,Myra,14.0,9th,40.0,67.0,45.0,90.0,Pune,91,41,284.0,56.8,D
295.0,Aditya,17.0,11th,42.0,98.0,66.0,89.0,Hyderabad,73,92,371.0,74.2,C
296.0,Aarav,15.0,9th,86.0,56.0,48.0,52.0,Delhi,45,48,283.0,56.6,D
297.0,Prisha,16.0,12th,63.0,45.0,92.0,74.0,Mumbai,61,48,309.0,61.8,C
298.0,Aarav,14.0,9th,66.0,58.0,84.0,94.0,Bangalore,50,79,337.0,67.4,C
299.0,Aditya,14.0,12th,79.0,95.0,96.0,87.0,Hyderabad,87,56,413.0,82.6,B
300.0,Anika,16.0,10th,0.0,77.0,70.0,94.0,Pune,55,40,242.0,48.4,D
301.0,Rudra,14.0,10th,73.0,67.0,60.0,69.0,Pune,72,64,336.0,67.2,C
302.0,Aditya,17.0,10th,68.0,41.0,65.0,93.0,Delhi,48,82,304.0,60.8,C
303.0,Atharv,17.0,10th,63.0,77.0,79.0,94.0,Pune,99,79,397.0,79.4,B
304.0,Myra,17.0,9th,63.0,94.0,87.0,83.0,Pune,98,81,423.0,84.6,B
305.0,Anika,17.0,11th,81.0,76.0,0.0,70.0,,45,64,266.0,53.2,D
306.0,Ananya,14.0,9th,43.0,90.0,52.0,97.0,Bangalore,55,78,318.0,63.6,C
307.0,Vivaan,16.0,12th,42.0,91.0,88.0,72.0,Bangalore,68,74,363.0,72.6,C
308.0,Rudra,16.0,9th,73.0,43.0,62.0,55.0,Mumbai,42,42,262.0,52.4,D
309.0,Vivaan,16.0,9th,96.0,61.0,59.0,62.0,Pune,59,89,364.0,72.8,C
310.0,Sara,16.0,12th,88.0,65.0,76.0,98.0,Pune,99,76,404.0,80.8,B
311.0,Atharv,15.0,10th,62.0,88.0,93.0,72.0,Pune,98,83,424.0,84.8,B
312.0,Aarav,16.0,10th,92.0,82.0,92.0,58.0,Chennai,75,83,424.0,84.8,B
313.0,Krishna,15.0,10th,0.0,75.0,67.0,66.0,Bangalore,58,90,290.0,58.0,D
314.0,Diya,15.0,11th,91.0,97.0,56.0,51.0,Hyderabad,65,69,378.0,75.6,B
,Siya,17.0,12th,62.0,52.0,67.0,68.0,Delhi,42,77,300.0,60.0,C
316.0,Ishaan,15.0,12th,84.0,91.0,80.0,68.0,Hyderabad,58,73,386.0,77.2,B
317.0,Rudra,14.0,9th,44.0,97.0,41.0,56.0,Mumbai,59,51,292.0,58.4,D
318.0,Aditya,15.0,11th,70.0,71.0,64.0,91.0,Mumbai,71,58,334.0,66.8,C
319.0,Anika,,10th,92.0,56.0,97.0,91.0,Pune,46,76,367.0,73.4,C
320.0,Riya,15.0,11th,80.0,80.0,89.0,69.0,Hyderabad,91,83,423.0,84.6,B
,Ishaan,14.0,12th,96.0,75.0,80.0,58.0,Pune,80,98,429.0,85.8,B
322.0,Kabir,14.0,,96.0,94.0,45.0,66.0,Chennai,72,98,405.0,81.0,B
323.0,Riya,14.0,9th,0.0,99.0,50.0,76.0,Mumbai,79,88,316.0,63.2,C
324.0,Prisha,17.0,9th,93.0,85.0,96.0,96.0,Mumbai,78,56,408.0,81.6,B
325.0,Aarav,17.0,12th,45.0,58.0,77.0,51.0,Hyderabad,57,49,286.0,57.2,D
326.0,Atharv,16.0,10th,76.0,0.0,0.0,85.0,Mumbai,79,96,251.0,50.2,D
327.0,Myra,17.0,10th,96.0,0.0,84.0,68.0,Chennai,40,94,314.0,62.8,C
328.0,Siya,14.0,,49.0,74.0,50.0,66.0,Chennai,50,88,311.0,62.2,C
329.0,Myra,14.0,12th,79.0,85.0,53.0,54.0,Chennai,67,86,370.0,74.0,C
330.0,Aanya,17.0,12th,46.0,79.0,41.0,88.0,Delhi,96,51,313.0,62.6,C
331.0,Ira,15.0,10th,78.0,95.0,79.0,67.0,Chennai,64,55,371.0,74.2,C
332.0,Ananya,17.0,10th,77.0,98.0,42.0,56.0,Chennai,89,63,369.0,73.8,C
333.0,Vivaan,17.0,12th,60.0,67.0,94.0,66.0,Delhi,62,58,341.0,68.2,C
334.0,Vivaan,14.0,9th,59.0,40.0,92.0,88.0,Pune,70,47,308.0,61.6,C
335.0,Ira,16.0,12th,42.0,81.0,74.0,85.0,Bangalore,69,70,336.0,67.2,C
336.0,Sara,14.0,12th,90.0,57.0,72.0,89.0,Mumbai,81,60,360.0,72.0,C
337.0,Prisha,16.0,10th,61.0,87.0,63.0,94.0,Chennai,74,56,341.0,68.2,C
338.0,Rudra,14.0,10th,86.0,79.0,58.0,53.0,Mumbai,46,62,331.0,66.2,C
339.0,Arjun,17.0,9th,43.0,72.0,57.0,87.0,Hyderabad,99,76,347.0,69.4,C
340.0,Ananya,14.0,9th,67.0,51.0,88.0,74.0,Mumbai,55,93,354.0,70.8,C
,Diya,14.0,11th,51.0,47.0,91.0,54.0,Pune,65,55,309.0,61.8,C
342.0,Reyansh,14.0,12th,77.0,63.0,63.0,79.0,Delhi,87,45,335.0,67.0,C
343.0,Aarav,17.0,10th,90.0,55.0,84.0,61.0,,96,47,372.0,74.4,C
344.0,Atharv,17.0,9th,75.0,89.0,74.0,53.0,,91,64,393.0,78.6,B
345.0,Aanya,17.0,11th,86.0,43.0,40.0,73.0,Mumbai,99,57,325.0,65.0,C
,Aanya,17.0,11th,80.0,77.0,75.0,78.0,Bangalore,88,64,384.0,76.8,B
347.0,Reyansh,16.0,10th,44.0,83.0,64.0,58.0,Bangalore,41,51,283.0,56.6,D
348.0,Ishaan,16.0,10th,52.0,66.0,84.0,53.0,Hyderabad,40,54,296.0,59.2,D
349.0,Kabir,15.0,11th,62.0,48.0,88.0,73.0,Delhi,87,98,383.0,76.6,B
350.0,Arjun,17.0,9th,97.0,86.0,99.0,63.0,Mumbai,51,65,398.0,79.6,B
351.0,Riya,,11th,89.0,55.0,82.0,54.0,Mumbai,44,80,350.0,70.0,C
352.0,Prisha,14.0,12th,69.0,95.0,73.0,67.0,Mumbai,76,84,397.0,79.4,B
353.0,Ananya,17.0,12th,76.0,51.0,64.0,91.0,Mumbai,71,65,327.0,65.4,C
354.0,Aditya,15.0,10th,64.0,70.0,55.0,68.0,Bangalore,98,86,373.0,74.6,C
355.0,Atharv,15.0,9th,87.0,63.0,73.0,61.0,Pune,94,71,388.0,77.6,B
356.0,Prisha,15.0,9th,66.0,94.0,68.0,67.0,Pune,48,49,325.0,65.0,C
357.0,Siya,14.0,12th,90.0,53.0,58.0,66.0,Hyderabad,80,55,336.0,67.2,C
358.0,,16.0,11th,53.0,84.0,62.0,79.0,Chennai,74,46,319.0,63.8,C
359.0,Anika,14.0,10th,96.0,64.0,58.0,73.0,Delhi,58,56,332.0,66.4,C
,Rudra,17.0,11th,87.0,73.0,0.0,60.0,Pune,87,62,309.0,61.8,C
361.0,Ira,15.0,11th,98.0,42.0,55.0,84.0,Mumbai,55,65,315.0,63.0,C
,Sara,14.0,,86.0,97.0,93.0,72.0,Pune,42,60,378.0,75.6,B
363.0,Ira,14.0,9th,93.0,63.0,90.0,66.0,Hyderabad,59,61,366.0,73.2,C
364.0,Reyansh,16.0,12th,75.0,93.0,48.0,50.0,Chennai,63,97,376.0,75.2,B
365.0,Krishna,16.0,9th,78.0,81.0,40.0,64.0,Pune,93,46,338.0,67.6,C
366.0,Aanya,15.0,12th,55.0,48.0,81.0,81.0,Hyderabad,95,53,332.0,66.4,C
367.0,Aarav,14.0,10th,95.0,65.0,58.0,58.0,Bangalore,72,54,344.0,68.8,C
368.0,Aarav,14.0,,61.0,59.0,72.0,64.0,Chennai,63,92,347.0,69.4,C
369.0,Ananya,16.0,11th,60.0,79.0,73.0,77.0,Hyderabad,91,46,349.0,69.8,C
370.0,Vivaan,14.0,12th,93.0,49.0,0.0,73.0,Pune,50,48,240.0,48.0,D
371.0,Siya,14.0,12th,60.0,58.0,83.0,84.0,Bangalore,88,90,379.0,75.8,B
372.0,Atharv,14.0,12th,47.0,42.0,79.0,71.0,Hyderabad,47,87,302.0,60.4,C
373.0,Riya,16.0,11th,88.0,63.0,94.0,76.0,Hyderabad,75,47,367.0,73.4,C
374.0,Aarav,15.0,11th,55.0,44.0,57.0,68.0,Pune,77,89,322.0,64.4,C
375.0,Siya,17.0,10th,98.0,42.0,73.0,94.0,Chennai,79,98,390.0,78.0,B
376.0,Ishaan,15.0,9th,94.0,97.0,64.0,61.0,Bangalore,59,62,376.0,75.2,B
377.0,Reyansh,17.0,12th,70.0,66.0,84.0,69.0,Mumbai,74,68,362.0,72.4,C
378.0,Aditya,14.0,12th,81.0,55.0,45.0,50.0,Delhi,87,57,325.0,65.0,C
379.0,Aanya,15.0,,49.0,88.0,60.0,70.0,Chennai,64,70,331.0,66.2,C
380.0,Siya,17.0,12th,71.0,54.0,97.0,98.0,Bangalore,74,69,365.0,73.0,C
381.0,Ira,,11th,98.0,74.0,45.0,94.0,Hyderabad,64,91,372.0,74.4,C
382.0,Reyansh,16.0,11th,73.0,51.0,71.0,50.0,Bangalore,68,78,341.0,68.2,C
383.0,Myra,15.0,12th,48.0,80.0,80.0,59.0,Delhi,57,74,339.0,67.8,C
384.0,Reyansh,15.0,11th,56.0,92.0,87.0,,Pune,85,57,377.0,75.4,B
385.0,Ananya,14.0,11th,50.0,83.0,82.0,81.0,Delhi,57,98,370.0,74.0,C
386.0,Sara,15.0,12th,71.0,65.0,78.0,88.0,Mumbai,41,81,336.0,67.2,C
387.0,Myra,14.0,10th,49.0,86.0,70.0,71.0,Mumbai,93,78,376.0,75.2,B
388.0,Prisha,,9th,61.0,73.0,81.0,,Delhi,74,56,345.0,69.0,C
389.0,Reyansh,16.0,11th,96.0,62.0,0.0,97.0,Chennai,55,53,266.0,53.2,D
390.0,Aanya,16.0,10th,56.0,70.0,69.0,95.0,Chennai,80,70,345.0,69.0,C
391.0,Siya,17.0,11th,43.0,89.0,96.0,81.0,Hyderabad,75,63,366.0,73.2,C
392.0,Siya,16.0,11th,87.0,59.0,91.0,76.0,Mumbai,72,74,383.0,76.6,B
393.0,Ishaan,16.0,9th,91.0,51.0,57.0,77.0,Hyderabad,43,83,325.0,65.0,C
394.0,Kabir,15.0,11th,86.0,62.0,99.0,67.0,Mumbai,72,99,418.0,83.6,B
395.0,Aarav,16.0,9th,64.0,43.0,63.0,88.0,Delhi,53,84,307.0,61.4,C
396.0,Reyansh,17.0,9th,98.0,62.0,91.0,98.0,Chennai,60,73,384.0,76.8,B
397.0,Rudra,15.0,9th,60.0,87.0,48.0,78.0,Chennai,87,42,324.0,64.8,C
398.0,Reyansh,17.0,10th,76.0,94.0,70.0,67.0,Delhi,59,76,375.0,75.0,B
399.0,Kabir,16.0,12th,77.0,87.0,54.0,93.0,Hyderabad,95,82,395.0,79.0,B
400.0,Vivaan,17.0,10th,88.0,40.0,43.0,57.0,,47,79,297.0,59.4,D
401.0,Prisha,15.0,12th,40.0,93.0,79.0,80.0,Bangalore,46,65,323.0,64.6,C
402.0,Rudra,14.0,12th,64.0,0.0,48.0,83.0,Mumbai,42,94,248.0,49.6,D
403.0,Ira,17.0,9th,90.0,41.0,84.0,56.0,Hyderabad,56,62,333.0,66.6,C
404.0,Aarav,17.0,11th,75.0,69.0,48.0,85.0,,72,83,347.0,69.4,C
405.0,Reyansh,15.0,9th,56.0,42.0,65.0,67.0,Hyderabad,87,78,328.0,65.6,C
406.0,Riya,15.0,11th,80.0,97.0,43.0,87.0,Chennai,51,54,325.0,65.0,C
407.0,Kabir,17.0,12th,63.0,60.0,56.0,58.0,Mumbai,98,95,372.0,74.4,C
408.0,Siya,16.0,9th,41.0,64.0,55.0,58.0,Pune,90,88,338.0,67.6,C
,Siya,17.0,11th,79.0,59.0,54.0,95.0,Bangalore,61,43,296.0,59.2,D
410.0,Vivaan,15.0,10th,54.0,88.0,74.0,57.0,Mumbai,94,68,378.0,75.6,B
411.0,Sara,14.0,11th,71.0,91.0,96.0,84.0,Chennai,61,61,380.0,76.0,B
412.0,Prisha,14.0,9th,78.0,61.0,91.0,67.0,Chennai,85,64,379.0,75.8,B
413.0,Aanya,16.0,10th,98.0,60.0,44.0,54.0,Chennai,69,52,323.0,64.6,C
414.0,Anika,17.0,11th,45.0,72.0,94.0,,Chennai,77,57,345.0,69.0,C
415.0,Aditya,14.0,11th,40.0,91.0,44.0,77.0,Delhi,77,72,324.0,64.8,C
416.0,Aarav,17.0,11th,86.0,77.0,59.0,79.0,Bangalore,84,55,361.0,72.2,C
417.0,Aarav,15.0,11th,62.0,54.0,54.0,53.0,Pune,90,84,344.0,68.8,C
418.0,Ira,14.0,11th,97.0,97.0,57.0,88.0,Chennai,93,81,425.0,85.0,B
419.0,Diya,16.0,10th,78.0,97.0,86.0,69.0,Chennai,47,83,391.0,78.2,B
420.0,Reyansh,15.0,12th,96.0,85.0,41.0,74.0,Hyderabad,66,41,329.0,65.8,C
421.0,Aanya,,10th,56.0,91.0,68.0,77.0,Bangalore,66,94,375.0,75.0,B
422.0,Aditya,15.0,10th,73.0,54.0,52.0,61.0,Mumbai,73,74,326.0,65.2,C
423.0,Aarav,14.0,10th,98.0,85.0,43.0,51.0,Bangalore,60,81,367.0,73.4,C
,Aarav,16.0,12th,80.0,64.0,81.0,92.0,,69,73,367.0,73.4,C
425.0,Atharv,16.0,9th,68.0,60.0,84.0,63.0,Pune,72,69,353.0,70.6,C
426.0,Rudra,15.0,12th,48.0,63.0,0.0,71.0,Bangalore,67,98,276.0,55.2,D
427.0,Diya,16.0,10th,52.0,96.0,70.0,80.0,Pune,86,94,398.0,79.6,B
428.0,Aanya,15.0,11th,45.0,97.0,80.0,72.0,Chennai,72,52,346.0,69.2,C
429.0,Riya,15.0,11th,0.0,44.0,47.0,97.0,Chennai,44,52,187.0,37.4,E
430.0,Aanya,15.0,10th,59.0,0.0,42.0,69.0,Delhi,99,57,257.0,51.4,D
431.0,Myra,15.0,11th,91.0,88.0,87.0,87.0,Pune,87,71,424.0,84.8,B
432.0,Vivaan,14.0,10th,92.0,82.0,85.0,53.0,Pune,58,71,388.0,77.6,B
433.0,,15.0,11th,42.0,87.0,48.0,64.0,Mumbai,43,74,294.0,58.8,D
434.0,Anika,17.0,12th,56.0,83.0,69.0,73.0,Hyderabad,74,98,380.0,76.0,B
435.0,Aditya,16.0,9th,88.0,86.0,92.0,74.0,Bangalore,88,78,432.0,86.4,B
436.0,Sara,17.0,9th,51.0,62.0,50.0,50.0,Mumbai,56,85,304.0,60.8,C
437.0,Atharv,14.0,12th,87.0,43.0,74.0,56.0,Pune,83,91,378.0,75.6,B
438.0,Rudra,17.0,12th,86.0,66.0,76.0,80.0,Mumbai,67,68,363.0,72.6,C
439.0,Vivaan,16.0,10th,84.0,57.0,81.0,61.0,Delhi,69,88,379.0,75.8,B
440.0,Ira,17.0,10th,94.0,60.0,52.0,91.0,Hyderabad,68,68,342.0,68.4,C
441.0,Krishna,14.0,10th,40.0,67.0,75.0,54.0,Pune,85,92,359.0,71.8,C
442.0,Ishaan,15.0,11th,56.0,74.0,95.0,93.0,Pune,92,83,400.0,80.0,B
443.0,Kabir,17.0,10th,42.0,61.0,52.0,99.0,Bangalore,45,96,296.0,59.2,D
444.0,Anika,14.0,12th,65.0,79.0,51.0,91.0,Hyderabad,74,55,324.0,64.8,C
445.0,Riya,14.0,9th,54.0,62.0,76.0,87.0,Delhi,99,95,386.0,77.2,B
446.0,Diya,16.0,11th,75.0,42.0,49.0,61.0,Chennai,80,83,329.0,65.8,C
447.0,Kabir,16.0,10th,71.0,79.0,99.0,88.0,Mumbai,76,86,411.0,82.2,B
448.0,Kabir,17.0,11th,71.0,89.0,95.0,67.0,Bangalore,63,96,414.0,82.8,B
449.0,Rudra,15.0,11th,43.0,49.0,48.0,51.0,Pune,68,49,257.0,51.4,D
450.0,Reyansh,14.0,10th,57.0,64.0,91.0,59.0,Chennai,88,69,369.0,73.8,C
451.0,Krishna,17.0,11th,88.0,91.0,46.0,64.0,Delhi,85,64,374.0,74.8,C
452.0,Aditya,14.0,9th,58.0,88.0,41.0,79.0,Hyderabad,92,78,357.0,71.4,C
453.0,Sara,14.0,12th,82.0,47.0,93.0,93.0,Mumbai,70,59,351.0,70.2,C
454.0,Aditya,15.0,12th,91.0,94.0,95.0,66.0,Bangalore,74,44,398.0,79.6,B
455.0,Siya,15.0,9th,74.0,50.0,99.0,53.0,Pune,99,40,362.0,72.4,C
456.0,Kabir,17.0,11th,79.0,44.0,62.0,56.0,,72,69,326.0,65.2,C
457.0,Anika,15.0,10th,53.0,97.0,78.0,90.0,Chennai,91,88,407.0,81.4,B
458.0,Sara,15.0,11th,97.0,84.0,79.0,80.0,Chennai,60,42,362.0,72.4,C
459.0,Ishaan,17.0,9th,72.0,92.0,0.0,88.0,Mumbai,71,84,319.0,63.8,C
460.0,Reyansh,15.0,11th,53.0,94.0,60.0,83.0,Hyderabad,62,53,322.0,64.4,C
461.0,Aanya,16.0,12th,73.0,76.0,62.0,55.0,Delhi,72,95,378.0,75.6,B
,Sara,14.0,11th,0.0,95.0,68.0,99.0,Hyderabad,42,69,274.0,54.8,D
463.0,Riya,14.0,9th,43.0,98.0,53.0,87.0,Hyderabad,57,89,340.0,68.0,C
464.0,Aditya,14.0,12th,63.0,84.0,65.0,94.0,Hyderabad,64,43,319.0,63.8,C
465.0,Krishna,14.0,11th,98.0,77.0,90.0,83.0,Mumbai,81,57,403.0,80.6,B
466.0,Sara,17.0,11th,68.0,68.0,44.0,93.0,Mumbai,70,76,326.0,65.2,C
467.0,Sara,14.0,12th,58.0,44.0,94.0,64.0,Delhi,93,64,353.0,70.6,C
468.0,Prisha,14.0,10th,45.0,48.0,70.0,63.0,Hyderabad,97,87,347.0,69.4,C
469.0,Siya,,12th,96.0,98.0,64.0,55.0,Mumbai,42,40,340.0,68.0,C
470.0,Riya,14.0,10th,72.0,87.0,70.0,99.0,,79,92,400.0,80.0,B
471.0,Ira,16.0,9th,88.0,41.0,89.0,86.0,Pune,85,85,388.0,77.6,B
472.0,Sara,14.0,9th,79.0,40.0,59.0,99.0,Delhi,63,54,295.0,59.0,D
473.0,Kabir,16.0,12th,58.0,79.0,83.0,81.0,Hyderabad,89,48,357.0,71.4,C
474.0,Aanya,17.0,12th,92.0,99.0,94.0,52.0,Bangalore,71,54,410.0,82.0,B
475.0,Krishna,15.0,9th,40.0,90.0,56.0,52.0,Hyderabad,86,88,360.0,72.0,C
476.0,Ira,14.0,10th,44.0,69.0,84.0,71.0,Bangalore,61,96,354.0,70.8,C
477.0,Aanya,,9th,66.0,50.0,41.0,71.0,Delhi,62,63,282.0,56.4,D
478.0,Krishna,15.0,12th,55.0,67.0,64.0,59.0,,41,43,270.0,54.0,D
479.0,Ishaan,17.0,9th,45.0,83.0,52.0,52.0,Pune,66,51,297.0,59.4,D
480.0,Myra,15.0,12th,79.0,0.0,97.0,61.0,Mumbai,81,98,355.0,71.0,C
481.0,Prisha,16.0,12th,52.0,0.0,78.0,78.0,Pune,41,97,268.0,53.6,D
482.0,Ira,15.0,9th,87.0,65.0,67.0,97.0,Chennai,65,76,360.0,72.0,C
483.0,Ananya,15.0,10th,74.0,52.0,81.0,66.0,Delhi,56,76,339.0,67.8,C
484.0,Siya,15.0,11th,58.0,98.0,94.0,56.0,Mumbai,79,82,411.0,82.2,B
485.0,Reyansh,14.0,9th,51.0,47.0,45.0,62.0,Pune,72,99,314.0,62.8,C
486.0,Aditya,14.0,11th,55.0,93.0,42.0,51.0,Delhi,48,45,283.0,56.6,D
487.0,Aanya,16.0,9th,98.0,67.0,97.0,53.0,Hyderabad,82,78,422.0,84.4,B
488.0,Prisha,16.0,11th,82.0,97.0,74.0,59.0,Pune,93,95,441.0,88.2,B
489.0,Kabir,14.0,10th,49.0,69.0,57.0,88.0,Bangalore,87,85,347.0,69.4,C
490.0,Siya,16.0,10th,64.0,48.0,50.0,73.0,Delhi,78,63,303.0,60.6,C
491.0,Ishaan,14.0,9th,59.0,78.0,93.0,66.0,Mumbai,68,50,348.0,69.6,C
492.0,Riya,17.0,,70.0,70.0,59.0,55.0,Hyderabad,81,52,332.0,66.4,C
493.0,Rudra,15.0,11th,43.0,97.0,44.0,68.0,Chennai,94,73,351.0,70.2,C
494.0,Ishaan,15.0,12th,83.0,60.0,58.0,54.0,Hyderabad,65,64,330.0,66.0,C
495.0,Myra,16.0,12th,62.0,95.0,61.0,81.0,Pune,74,46,338.0,67.6,C
496.0,Reyansh,14.0,12th,41.0,86.0,98.0,59.0,Bangalore,89,91,405.0,81.0,B
497.0,Aditya,14.0,10th,95.0,73.0,99.0,58.0,Hyderabad,64,43,374.0,74.8,C
498.0,Diya,16.0,9th,61.0,94.0,58.0,76.0,Chennai,63,98,374.0,74.8,C
499.0,Diya,14.0,9th,90.0,70.0,86.0,62.0,Mumbai,52,47,345.0,69.0,C
500.0,Anika,,10th,96.0,91.0,55.0,68.0,,99,59,400.0,80.0,B
501.0,Ananya,15.0,10th,76.0,64.0,63.0,70.0,Bangalore,97,68,368.0,73.6,C
502.0,Aanya,16.0,9th,47.0,51.0,80.0,73.0,Chennai,46,93,317.0,63.4,C
503.0,Krishna,16.0,12th,0.0,40.0,43.0,87.0,Pune,96,92,271.0,54.2,D
504.0,Rudra,14.0,11th,53.0,94.0,54.0,53.0,Pune,75,90,366.0,73.2,C
505.0,Aanya,16.0,11th,95.0,61.0,64.0,73.0,Pune,84,84,388.0,77.6,B
506.0,Sara,17.0,11th,94.0,79.0,0.0,84.0,Bangalore,59,85,317.0,63.4,C
,Arjun,14.0,12th,42.0,76.0,94.0,52.0,Hyderabad,40,49,301.0,60.2,C
508.0,Ishaan,14.0,,89.0,86.0,74.0,53.0,Bangalore,47,82,378.0,75.6,B
509.0,Myra,14.0,10th,55.0,40.0,94.0,86.0,Pune,85,73,347.0,69.4,C
510.0,Riya,14.0,9th,94.0,40.0,53.0,89.0,Chennai,55,96,338.0,67.6,C
511.0,Atharv,17.0,12th,58.0,96.0,88.0,97.0,Delhi,53,65,360.0,72.0,C
512.0,,14.0,10th,90.0,81.0,58.0,84.0,Delhi,51,80,360.0,72.0,C
513.0,Krishna,16.0,12th,57.0,93.0,77.0,80.0,Bangalore,90,88,405.0,81.0,B
514.0,Anika,17.0,11th,91.0,81.0,75.0,93.0,Pune,62,97,406.0,81.2,B
515.0,Vivaan,15.0,11th,55.0,60.0,46.0,74.0,Mumbai,54,42,257.0,51.4,D
516.0,Reyansh,15.0,12th,47.0,54.0,69.0,89.0,Bangalore,67,95,332.0,66.4,C
517.0,Reyansh,16.0,10th,99.0,56.0,58.0,62.0,Pune,73,45,331.0,66.2,C
518.0,Arjun,,10th,72.0,61.0,88.0,53.0,Hyderabad,41,44,306.0,61.2,C
519.0,,17.0,9th,88.0,77.0,64.0,95.0,Delhi,71,44,344.0,68.8,C
520.0,Atharv,15.0,11th,51.0,74.0,55.0,63.0,Delhi,62,93,335.0,67.0,C
521.0,Siya,15.0,9th,92.0,84.0,86.0,62.0,Delhi,61,86,409.0,81.8,B
522.0,Riya,15.0,9th,50.0,55.0,93.0,76.0,Mumbai,90,62,350.0,70.0,C
523.0,Aarav,15.0,12th,44.0,47.0,79.0,55.0,Pune,64,88,322.0,64.4,C
524.0,Prisha,15.0,12th,66.0,86.0,90.0,66.0,Pune,97,48,387.0,77.4,B
525.0,Sara,14.0,9th,51.0,0.0,47.0,85.0,Pune,61,74,233.0,46.6,D
,Ishaan,16.0,11th,56.0,56.0,57.0,89.0,Pune,97,59,325.0,65.0,C
527.0,Riya,14.0,12th,45.0,93.0,67.0,98.0,Mumbai,97,97,399.0,79.8,B
528.0,Kabir,15.0,9th,72.0,65.0,55.0,84.0,Chennai,61,88,341.0,68.2,C
529.0,Kabir,17.0,9th,44.0,52.0,91.0,66.0,Bangalore,88,98,373.0,74.6,C
530.0,Arjun,17.0,9th,96.0,56.0,58.0,90.0,Bangalore,91,81,382.0,76.4,B
531.0,Ira,15.0,9th,67.0,0.0,81.0,51.0,Pune,81,74,303.0,60.6,C
532.0,Aanya,15.0,9th,53.0,56.0,56.0,62.0,Hyderabad,45,89,299.0,59.8,D
533.0,Ishaan,17.0,9th,44.0,87.0,84.0,51.0,Delhi,54,57,326.0,65.2,C
,Rudra,14.0,12th,93.0,53.0,52.0,77.0,Mumbai,93,56,347.0,69.4,C
535.0,Ira,14.0,11th,95.0,84.0,46.0,92.0,Hyderabad,82,63,370.0,74.0,C
536.0,Ishaan,15.0,9th,98.0,45.0,66.0,75.0,Hyderabad,99,42,350.0,70.0,C
537.0,Aditya,14.0,10th,72.0,0.0,49.0,71.0,Pune,76,71,268.0,53.6,D
538.0,Riya,17.0,12th,89.0,85.0,73.0,96.0,Mumbai,72,74,393.0,78.6,B
539.0,Riya,14.0,12th,87.0,53.0,75.0,92.0,Bangalore,47,77,339.0,67.8,C
540.0,Anika,15.0,9th,80.0,86.0,64.0,52.0,Delhi,92,52,374.0,74.8,C
541.0,Prisha,17.0,12th,58.0,47.0,45.0,84.0,Bangalore,99,95,344.0,68.8,C
542.0,Atharv,14.0,9th,61.0,54.0,63.0,61.0,Hyderabad,83,86,347.0,69.4,C
543.0,Krishna,16.0,11th,44.0,0.0,57.0,73.0,Delhi,83,64,248.0,49.6,D
544.0,Ishaan,17.0,11th,98.0,66.0,62.0,54.0,Chennai,44,48,318.0,63.6,C
545.0,Aarav,17.0,12th,41.0,52.0,45.0,69.0,Hyderabad,78,43,259.0,51.8,D
546.0,Aditya,16.0,12th,69.0,88.0,68.0,88.0,Bangalore,43,53,321.0,64.2,C
547.0,Riya,16.0,10th,86.0,70.0,64.0,88.0,Bangalore,45,76,341.0,68.2,C
548.0,Sara,17.0,12th,78.0,92.0,94.0,62.0,Pune,84,73,421.0,84.2,B
549.0,Aarav,16.0,10th,43.0,95.0,56.0,90.0,,71,50,315.0,63.0,C
